resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
2029_768224,"machine learning engineer, healthtech engineer. machine learning engineer with 7.34 years of experience building scalable systems. worked on secure platforms. strong background in linux, rust, redis, aws, c#. delivered high-impact solutions using modern engineering practices. technical skills: linux, rust, redis, aws, c#, azure, kafka, java, go, pandas, kotlin, c++. education: master of science, artificial intelligence and data science. expertise includes: cloud infrastructure provisioning, continuous integration deployment (ci/cd), machine learning model training.","['linux', 'rust', 'redis', 'aws', 'c#', 'azure', 'kafka', 'java', 'go', 'pandas', 'kotlin', 'c++']","['machine learning engineer', 'healthtech engineer']",7.34
2030_734811,"machine learning engineer, gaming engineer. machine learning engineer with 2.91 years of experience building scalable systems. worked on ml pipelines. strong background in spring, mongodb, rust, kubernetes, node.js. delivered high-impact solutions using modern engineering practices. technical skills: spring, mongodb, rust, kubernetes, node.js, django, git, azure, vue. education: bachelor of science in computer science, department of mathematics. expertise includes: managed database structures, machine learning model training, restful api development, microservices.","['spring', 'mongodb', 'rust', 'kubernetes', 'node.js', 'django', 'git', 'azure', 'vue']","['machine learning engineer', 'gaming engineer']",2.91
2031_d6109a,"embedded systems engineer, cloud platforms engineer. embedded systems engineer with 6.97 years of experience building scalable systems. worked on real-time analytics. strong background in swift, angular, django, flask, kotlin. delivered high-impact solutions using modern engineering practices. technical skills: swift, angular, django, flask, kotlin, react, docker. education: bachelor of engineering, information systems. expertise includes: agile methodologies, scrum, restful api development, microservices, continuous integration deployment (ci/cd).","['swift', 'angular', 'django', 'flask', 'kotlin', 'react', 'docker']","['embedded systems engineer', 'cloud platforms engineer']",6.97
2032_56b90b,"backend developer, e-commerce developer. backend developer with 11.83 years of experience building scalable systems. worked on secure platforms. strong background in javascript, go, swift, mongodb, kotlin. delivered high-impact solutions using modern engineering practices. technical skills: javascript, go, swift, mongodb, kotlin, microservices, django. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), managed database structures, system architecture design.","['javascript', 'go', 'swift', 'mongodb', 'kotlin', 'microservices', 'django']","['backend developer', 'e-commerce developer']",11.83
2033_4b2356,"frontend developer, cloud platforms developer. frontend developer with 7.9 years of experience building scalable systems. worked on distributed systems. strong background in microservices, kubernetes, graphql, java, kafka. delivered high-impact solutions using modern engineering practices. technical skills: microservices, kubernetes, graphql, java, kafka, git, kotlin. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, managed database structures, continuous integration deployment (ci/cd).","['microservices', 'kubernetes', 'graphql', 'java', 'kafka', 'git', 'kotlin']","['frontend developer', 'cloud platforms developer']",7.9
2034_7f1182,"ai engineer, gaming engineer. ai engineer with 0.66 years of experience building scalable systems. worked on ml pipelines. strong background in go, postgresql, scikit-learn, kafka, ci/cd. delivered high-impact solutions using modern engineering practices. technical skills: go, postgresql, scikit-learn, kafka, ci/cd, git, pytorch, gcp, docker, linux, c#, sql. education: bachelor of engineering, information systems. expertise includes: machine learning model training, restful api development, microservices, developed algorithm optimization.","['go', 'postgresql', 'scikit-learn', 'kafka', 'ci/cd', 'git', 'pytorch', 'gcp', 'docker', 'linux', 'c#', 'sql']","['ai engineer', 'gaming engineer']",0.66
2035_ee6e96,"cybersecurity analyst. cybersecurity analyst with 7.06 years of experience building scalable systems. worked on cloud-native apps. strong background in kotlin, linux, docker, rest apis, numpy. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, linux, docker, rest apis, numpy, graphql, scikit-learn. education: bachelor of science in computer science, department of mathematics. expertise includes: developed algorithm optimization, managed database structures, cloud infrastructure provisioning.","['kotlin', 'linux', 'docker', 'rest apis', 'numpy', 'graphql', 'scikit-learn']",['cybersecurity analyst'],7.06
2036_771539,"machine learning engineer, e-commerce engineer. machine learning engineer with 4.26 years of experience building scalable systems. worked on real-time analytics. strong background in kotlin, microservices, go, django, docker. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, microservices, go, django, docker, graphql, kafka, ci/cd, typescript. education: bachelor of science in computer science, department of mathematics. expertise includes: developed algorithm optimization, data pipeline orchestration, machine learning model training.","['kotlin', 'microservices', 'go', 'django', 'docker', 'graphql', 'kafka', 'ci/cd', 'typescript']","['machine learning engineer', 'e-commerce engineer']",4.26
2037_b313a9,"ai engineer, e-commerce engineer. ai engineer with 4.25 years of experience building scalable systems. worked on ml pipelines. strong background in pytorch, sql, vue, graphql, c++. delivered high-impact solutions using modern engineering practices. technical skills: pytorch, sql, vue, graphql, c++, swift. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), front-end and back-end integration, data pipeline orchestration.","['pytorch', 'sql', 'vue', 'graphql', 'c++', 'swift']","['ai engineer', 'e-commerce engineer']",4.25
2038_1976d2,"devops engineer, cloud platforms engineer. devops engineer with 5.65 years of experience building scalable systems. worked on distributed systems. strong background in python, postgresql, gcp, scikit-learn, redis. delivered high-impact solutions using modern engineering practices. technical skills: python, postgresql, gcp, scikit-learn, redis, node.js, pandas. education: master of science, artificial intelligence and data science. expertise includes: front-end and back-end integration, agile methodologies, scrum, system architecture design.","['python', 'postgresql', 'gcp', 'scikit-learn', 'redis', 'node.js', 'pandas']","['devops engineer', 'cloud platforms engineer']",5.65
2039_40c461,"data scientist. data scientist with 6.93 years of experience building scalable systems. worked on real-time analytics. strong background in aws, go, typescript, sql, ci/cd. delivered high-impact solutions using modern engineering practices. technical skills: aws, go, typescript, sql, ci/cd, spring, vue, docker, rest apis, terraform, angular. education: bachelor of science in computer science, department of mathematics. expertise includes: data pipeline orchestration, agile methodologies, scrum, managed database structures.","['aws', 'go', 'typescript', 'sql', 'ci/cd', 'spring', 'vue', 'docker', 'rest apis', 'terraform', 'angular']",['data scientist'],6.93
2040_2a8b2d,"site reliability engineer, fintech engineer. site reliability engineer with 11.67 years of experience building scalable systems. worked on cloud-native apps. strong background in kotlin, python, kafka, postgresql, vue. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, python, kafka, postgresql, vue, mongodb, c++, docker, swift, aws, flask. education: master of science, artificial intelligence and data science. expertise includes: system architecture design, managed database structures, machine learning model training.","['kotlin', 'python', 'kafka', 'postgresql', 'vue', 'mongodb', 'c++', 'docker', 'swift', 'aws', 'flask']","['site reliability engineer', 'fintech engineer']",11.67
2041_fc1d31,"game developer, e-commerce developer. game developer with 7.37 years of experience building scalable systems. worked on real-time analytics. strong background in swift, gcp, pytorch, vue, flask. delivered high-impact solutions using modern engineering practices. technical skills: swift, gcp, pytorch, vue, flask, javascript, linux, graphql, sql, kotlin, rest apis, ci/cd. education: m.sc computer science & engineering, big data analytics. expertise includes: cloud infrastructure provisioning, data pipeline orchestration, developed algorithm optimization.","['swift', 'gcp', 'pytorch', 'vue', 'flask', 'javascript', 'linux', 'graphql', 'sql', 'kotlin', 'rest apis', 'ci/cd']","['game developer', 'e-commerce developer']",7.37
2042_f95cc0,"cloud engineer, gaming engineer. cloud engineer with 11.58 years of experience building scalable systems. worked on real-time analytics. strong background in c++, javascript, numpy, linux, azure. delivered high-impact solutions using modern engineering practices. technical skills: c++, javascript, numpy, linux, azure, tensorflow. education: b.s. information technology, software engineering. expertise includes: agile methodologies, scrum, data pipeline orchestration, restful api development, microservices.","['c++', 'javascript', 'numpy', 'linux', 'azure', 'tensorflow']","['cloud engineer', 'gaming engineer']",11.58
2043_695545,"data scientist. data scientist with 10.1 years of experience building scalable systems. worked on real-time analytics. strong background in azure, spring, java, kafka, c#. delivered high-impact solutions using modern engineering practices. technical skills: azure, spring, java, kafka, c#, mongodb, postgresql. education: bachelor of science in computer science, department of mathematics. expertise includes: front-end and back-end integration, data pipeline orchestration, system architecture design.","['azure', 'spring', 'java', 'kafka', 'c#', 'mongodb', 'postgresql']",['data scientist'],10.1
2044_1fa541,"devops engineer, e-commerce engineer. devops engineer with 1.4 years of experience building scalable systems. worked on cloud-native apps. strong background in gcp, typescript, c#, redis, terraform. delivered high-impact solutions using modern engineering practices. technical skills: gcp, typescript, c#, redis, terraform, pandas, scikit-learn, spring, rust, flask, graphql. education: bachelor of science in computer science, department of mathematics. expertise includes: system architecture design, cloud infrastructure provisioning, machine learning model training.","['gcp', 'typescript', 'c#', 'redis', 'terraform', 'pandas', 'scikit-learn', 'spring', 'rust', 'flask', 'graphql']","['devops engineer', 'e-commerce engineer']",1.4
2045_1a14ef,"full stack developer, ai systems developer. full stack developer with 11.32 years of experience building scalable systems. worked on real-time analytics. strong background in flask, azure, swift, python, django. delivered high-impact solutions using modern engineering practices. technical skills: flask, azure, swift, python, django, angular, pytorch, kubernetes, tensorflow, c++, graphql, sql. education: b.s. information technology, software engineering. expertise includes: data pipeline orchestration, continuous integration deployment (ci/cd), agile methodologies, scrum.","['flask', 'azure', 'swift', 'python', 'django', 'angular', 'pytorch', 'kubernetes', 'tensorflow', 'c++', 'graphql', 'sql']","['full stack developer', 'ai systems developer']",11.32
2046_531a30,"data engineer, ai systems engineer. data engineer with 0.51 years of experience building scalable systems. worked on real-time analytics. strong background in microservices, kubernetes, python, terraform, typescript. delivered high-impact solutions using modern engineering practices. technical skills: microservices, kubernetes, python, terraform, typescript, pytorch, tensorflow. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), developed algorithm optimization, data pipeline orchestration.","['microservices', 'kubernetes', 'python', 'terraform', 'typescript', 'pytorch', 'tensorflow']","['data engineer', 'ai systems engineer']",0.51
2047_c2f1bf,"blockchain developer, fintech developer. blockchain developer with 11.62 years of experience building scalable systems. worked on secure platforms. strong background in docker, rust, postgresql, git, tensorflow. delivered high-impact solutions using modern engineering practices. technical skills: docker, rust, postgresql, git, tensorflow, go. education: b.s. information technology, software engineering. expertise includes: restful api development, microservices, cloud infrastructure provisioning, front-end and back-end integration.","['docker', 'rust', 'postgresql', 'git', 'tensorflow', 'go']","['blockchain developer', 'fintech developer']",11.62
2048_99ef94,"machine learning engineer, fintech engineer. machine learning engineer with 9.86 years of experience building scalable systems. worked on cloud-native apps. strong background in mongodb, c++, graphql, redis, ci/cd. delivered high-impact solutions using modern engineering practices. technical skills: mongodb, c++, graphql, redis, ci/cd, docker, vue, pandas, c#, postgresql, aws, pytorch. education: master of science, artificial intelligence and data science. expertise includes: machine learning model training, developed algorithm optimization, managed database structures.","['mongodb', 'c++', 'graphql', 'redis', 'ci/cd', 'docker', 'vue', 'pandas', 'c#', 'postgresql', 'aws', 'pytorch']","['machine learning engineer', 'fintech engineer']",9.86
2049_e8dce9,"game developer, cloud platforms developer. game developer with 10.47 years of experience building scalable systems. worked on distributed systems. strong background in ci/cd, mongodb, spring, javascript, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: ci/cd, mongodb, spring, javascript, scikit-learn, java, rust, swift. education: bachelor of engineering, information systems. expertise includes: managed database structures, machine learning model training, cloud infrastructure provisioning.","['ci/cd', 'mongodb', 'spring', 'javascript', 'scikit-learn', 'java', 'rust', 'swift']","['game developer', 'cloud platforms developer']",10.47
2050_570fd8,"game developer, fintech developer. game developer with 1.58 years of experience building scalable systems. worked on ml pipelines. strong background in java, flask, kubernetes, pytorch, numpy. delivered high-impact solutions using modern engineering practices. technical skills: java, flask, kubernetes, pytorch, numpy, postgresql, pandas, rest apis, terraform. education: master of science, artificial intelligence and data science. expertise includes: continuous integration deployment (ci/cd), developed algorithm optimization, machine learning model training.","['java', 'flask', 'kubernetes', 'pytorch', 'numpy', 'postgresql', 'pandas', 'rest apis', 'terraform']","['game developer', 'fintech developer']",1.58
2051_c57fbe,"data scientist. data scientist with 7.66 years of experience building scalable systems. worked on ml pipelines. strong background in javascript, azure, ci/cd, tensorflow, aws. delivered high-impact solutions using modern engineering practices. technical skills: javascript, azure, ci/cd, tensorflow, aws, kafka, java, typescript, numpy. education: master of science, artificial intelligence and data science. expertise includes: front-end and back-end integration, continuous integration deployment (ci/cd), agile methodologies, scrum.","['javascript', 'azure', 'ci/cd', 'tensorflow', 'aws', 'kafka', 'java', 'typescript', 'numpy']",['data scientist'],7.66
2052_982e62,"data scientist. data scientist with 11.79 years of experience building scalable systems. worked on cloud-native apps. strong background in python, microservices, react, sql, linux. delivered high-impact solutions using modern engineering practices. technical skills: python, microservices, react, sql, linux, angular, go, node.js, pandas, aws. education: b.s. information technology, software engineering. expertise includes: system architecture design, continuous integration deployment (ci/cd), front-end and back-end integration.","['python', 'microservices', 'react', 'sql', 'linux', 'angular', 'go', 'node.js', 'pandas', 'aws']",['data scientist'],11.79
2053_d257b8,"ai engineer, e-commerce engineer. ai engineer with 9.23 years of experience building scalable systems. worked on ml pipelines. strong background in javascript, ci/cd, python, go, angular. delivered high-impact solutions using modern engineering practices. technical skills: javascript, ci/cd, python, go, angular, pandas. education: m.sc computer science & engineering, big data analytics. expertise includes: restful api development, microservices, developed algorithm optimization, cloud infrastructure provisioning.","['javascript', 'ci/cd', 'python', 'go', 'angular', 'pandas']","['ai engineer', 'e-commerce engineer']",9.23
2054_59a919,"mobile app developer, gaming developer. mobile app developer with 10.7 years of experience building scalable systems. worked on cloud-native apps. strong background in swift, gcp, graphql, pandas, spring. delivered high-impact solutions using modern engineering practices. technical skills: swift, gcp, graphql, pandas, spring, vue, aws, terraform, c#, javascript, node.js. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, managed database structures, continuous integration deployment (ci/cd).","['swift', 'gcp', 'graphql', 'pandas', 'spring', 'vue', 'aws', 'terraform', 'c#', 'javascript', 'node.js']","['mobile app developer', 'gaming developer']",10.7
2055_cc83a7,"cloud engineer, ai systems engineer. cloud engineer with 5.48 years of experience building scalable systems. worked on ml pipelines. strong background in aws, azure, postgresql, numpy, docker. delivered high-impact solutions using modern engineering practices. technical skills: aws, azure, postgresql, numpy, docker, django. education: bachelor of science in computer science, department of mathematics. expertise includes: restful api development, microservices, system architecture design, agile methodologies, scrum.","['aws', 'azure', 'postgresql', 'numpy', 'docker', 'django']","['cloud engineer', 'ai systems engineer']",5.48
2056_486b5e,"cybersecurity analyst. cybersecurity analyst with 6.04 years of experience building scalable systems. worked on secure platforms. strong background in angular, kubernetes, tensorflow, graphql, microservices. delivered high-impact solutions using modern engineering practices. technical skills: angular, kubernetes, tensorflow, graphql, microservices, git, vue, scikit-learn, redis, swift. education: bachelor of engineering, information systems. expertise includes: restful api development, microservices, continuous integration deployment (ci/cd), front-end and back-end integration.","['angular', 'kubernetes', 'tensorflow', 'graphql', 'microservices', 'git', 'vue', 'scikit-learn', 'redis', 'swift']",['cybersecurity analyst'],6.04
2057_a5ed48,"site reliability engineer, ai systems engineer. site reliability engineer with 7.42 years of experience building scalable systems. worked on real-time analytics. strong background in scikit-learn, kotlin, vue, mongodb, rust. delivered high-impact solutions using modern engineering practices. technical skills: scikit-learn, kotlin, vue, mongodb, rust, go, spring, kafka, gcp, git, tensorflow, redis. education: master of science, artificial intelligence and data science. expertise includes: agile methodologies, scrum, restful api development, microservices, machine learning model training.","['scikit-learn', 'kotlin', 'vue', 'mongodb', 'rust', 'go', 'spring', 'kafka', 'gcp', 'git', 'tensorflow', 'redis']","['site reliability engineer', 'ai systems engineer']",7.42
2058_ff52aa,"blockchain developer, ai systems developer. blockchain developer with 9.49 years of experience building scalable systems. worked on real-time analytics. strong background in spring, tensorflow, git, rest apis, swift. delivered high-impact solutions using modern engineering practices. technical skills: spring, tensorflow, git, rest apis, swift, gcp, python, django. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), restful api development, microservices, agile methodologies, scrum.","['spring', 'tensorflow', 'git', 'rest apis', 'swift', 'gcp', 'python', 'django']","['blockchain developer', 'ai systems developer']",9.49
2059_9326ae,"cloud engineer, fintech engineer. cloud engineer with 7.15 years of experience building scalable systems. worked on cloud-native apps. strong background in microservices, ci/cd, node.js, flask, kotlin. delivered high-impact solutions using modern engineering practices. technical skills: microservices, ci/cd, node.js, flask, kotlin, django, typescript, linux, pytorch, tensorflow, python, angular. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), system architecture design, data pipeline orchestration.","['microservices', 'ci/cd', 'node.js', 'flask', 'kotlin', 'django', 'typescript', 'linux', 'pytorch', 'tensorflow', 'python', 'angular']","['cloud engineer', 'fintech engineer']",7.15
2060_776f33,"devops engineer, ai systems engineer. devops engineer with 11.02 years of experience building scalable systems. worked on ml pipelines. strong background in microservices, terraform, typescript, mongodb, rust. delivered high-impact solutions using modern engineering practices. technical skills: microservices, terraform, typescript, mongodb, rust, java, go, docker, c#, kafka, python. education: m.sc computer science & engineering, big data analytics. expertise includes: cloud infrastructure provisioning, developed algorithm optimization, restful api development, microservices.","['microservices', 'terraform', 'typescript', 'mongodb', 'rust', 'java', 'go', 'docker', 'c#', 'kafka', 'python']","['devops engineer', 'ai systems engineer']",11.02
2061_55bead,"site reliability engineer, fintech engineer. site reliability engineer with 4.29 years of experience building scalable systems. worked on cloud-native apps. strong background in go, rust, c#, node.js, tensorflow. delivered high-impact solutions using modern engineering practices. technical skills: go, rust, c#, node.js, tensorflow, pytorch, kafka, react, git. education: bachelor of engineering, information systems. expertise includes: managed database structures, machine learning model training, restful api development, microservices.","['go', 'rust', 'c#', 'node.js', 'tensorflow', 'pytorch', 'kafka', 'react', 'git']","['site reliability engineer', 'fintech engineer']",4.29
2062_944603,"full stack developer, e-commerce developer. full stack developer with 1.13 years of experience building scalable systems. worked on cloud-native apps. strong background in typescript, pandas, terraform, aws, go. delivered high-impact solutions using modern engineering practices. technical skills: typescript, pandas, terraform, aws, go, rust, tensorflow, linux. education: bachelor of science in computer science, department of mathematics. expertise includes: cloud infrastructure provisioning, data pipeline orchestration, developed algorithm optimization.","['typescript', 'pandas', 'terraform', 'aws', 'go', 'rust', 'tensorflow', 'linux']","['full stack developer', 'e-commerce developer']",1.13
2063_2026e5,"cloud engineer, cloud platforms engineer. cloud engineer with 2.63 years of experience building scalable systems. worked on cloud-native apps. strong background in azure, javascript, kotlin, pytorch, django. delivered high-impact solutions using modern engineering practices. technical skills: azure, javascript, kotlin, pytorch, django, sql, spring. education: b.s. information technology, software engineering. expertise includes: developed algorithm optimization, agile methodologies, scrum, data pipeline orchestration.","['azure', 'javascript', 'kotlin', 'pytorch', 'django', 'sql', 'spring']","['cloud engineer', 'cloud platforms engineer']",2.63
2064_1be6ca,"ai engineer, cloud platforms engineer. ai engineer with 11.48 years of experience building scalable systems. worked on secure platforms. strong background in tensorflow, java, aws, ci/cd, angular. delivered high-impact solutions using modern engineering practices. technical skills: tensorflow, java, aws, ci/cd, angular, redis, swift, rust. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, managed database structures.","['tensorflow', 'java', 'aws', 'ci/cd', 'angular', 'redis', 'swift', 'rust']","['ai engineer', 'cloud platforms engineer']",11.48
2065_9a4d78,"data scientist. data scientist with 10.37 years of experience building scalable systems. worked on distributed systems. strong background in node.js, go, rust, kubernetes, pytorch. delivered high-impact solutions using modern engineering practices. technical skills: node.js, go, rust, kubernetes, pytorch, django. education: master of science, artificial intelligence and data science. expertise includes: managed database structures, restful api development, microservices, developed algorithm optimization.","['node.js', 'go', 'rust', 'kubernetes', 'pytorch', 'django']",['data scientist'],10.37
2066_e72f18,"ai engineer, fintech engineer. ai engineer with 7.45 years of experience building scalable systems. worked on secure platforms. strong background in rest apis, azure, c++, kotlin, react. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, azure, c++, kotlin, react, kafka, django, node.js, rust, redis. education: master of science, artificial intelligence and data science. expertise includes: system architecture design, managed database structures, agile methodologies, scrum.","['rest apis', 'azure', 'c++', 'kotlin', 'react', 'kafka', 'django', 'node.js', 'rust', 'redis']","['ai engineer', 'fintech engineer']",7.45
2067_a0388d,"ai engineer, e-commerce engineer. ai engineer with 7.45 years of experience building scalable systems. worked on distributed systems. strong background in microservices, kotlin, vue, numpy, redis. delivered high-impact solutions using modern engineering practices. technical skills: microservices, kotlin, vue, numpy, redis, sql, ci/cd, graphql, angular, react, terraform. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, developed algorithm optimization, agile methodologies, scrum.","['microservices', 'kotlin', 'vue', 'numpy', 'redis', 'sql', 'ci/cd', 'graphql', 'angular', 'react', 'terraform']","['ai engineer', 'e-commerce engineer']",7.45
2068_4e18ea,"cloud engineer, e-commerce engineer. cloud engineer with 1.5 years of experience building scalable systems. worked on ml pipelines. strong background in kafka, git, pandas, postgresql, graphql. delivered high-impact solutions using modern engineering practices. technical skills: kafka, git, pandas, postgresql, graphql, azure, tensorflow. education: master of science, artificial intelligence and data science. expertise includes: restful api development, microservices, cloud infrastructure provisioning, continuous integration deployment (ci/cd).","['kafka', 'git', 'pandas', 'postgresql', 'graphql', 'azure', 'tensorflow']","['cloud engineer', 'e-commerce engineer']",1.5
2069_77bc2d,"full stack developer, e-commerce developer. full stack developer with 3.6 years of experience building scalable systems. worked on distributed systems. strong background in c++, linux, javascript, tensorflow, python. delivered high-impact solutions using modern engineering practices. technical skills: c++, linux, javascript, tensorflow, python, java, c#, postgresql, gcp, ci/cd, git. education: master of science, artificial intelligence and data science. expertise includes: data pipeline orchestration, machine learning model training, managed database structures.","['c++', 'linux', 'javascript', 'tensorflow', 'python', 'java', 'c#', 'postgresql', 'gcp', 'ci/cd', 'git']","['full stack developer', 'e-commerce developer']",3.6
2070_b0b1ed,"backend developer, e-commerce developer. backend developer with 4.44 years of experience building scalable systems. worked on distributed systems. strong background in sql, angular, react, git, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: sql, angular, react, git, scikit-learn, tensorflow, graphql, terraform, vue, linux, c#. education: master of science, artificial intelligence and data science. expertise includes: machine learning model training, data pipeline orchestration, system architecture design.","['sql', 'angular', 'react', 'git', 'scikit-learn', 'tensorflow', 'graphql', 'terraform', 'vue', 'linux', 'c#']","['backend developer', 'e-commerce developer']",4.44
2071_0e1491,"cloud engineer, cloud platforms engineer. cloud engineer with 4.66 years of experience building scalable systems. worked on secure platforms. strong background in angular, kubernetes, docker, postgresql, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: angular, kubernetes, docker, postgresql, scikit-learn, node.js, redis, linux. education: b.s. information technology, software engineering. expertise includes: managed database structures, machine learning model training, cloud infrastructure provisioning.","['angular', 'kubernetes', 'docker', 'postgresql', 'scikit-learn', 'node.js', 'redis', 'linux']","['cloud engineer', 'cloud platforms engineer']",4.66
2072_c742b9,"frontend developer, gaming developer. frontend developer with 2.51 years of experience building scalable systems. worked on ml pipelines. strong background in azure, rust, c#, numpy, pytorch. delivered high-impact solutions using modern engineering practices. technical skills: azure, rust, c#, numpy, pytorch, javascript, vue, angular, tensorflow, go. education: m.sc computer science & engineering, big data analytics. expertise includes: data pipeline orchestration, system architecture design, developed algorithm optimization.","['azure', 'rust', 'c#', 'numpy', 'pytorch', 'javascript', 'vue', 'angular', 'tensorflow', 'go']","['frontend developer', 'gaming developer']",2.51
2073_af96d8,"game developer, fintech developer. game developer with 8.52 years of experience building scalable systems. worked on secure platforms. strong background in python, redis, numpy, pandas, terraform. delivered high-impact solutions using modern engineering practices. technical skills: python, redis, numpy, pandas, terraform, mongodb, scikit-learn, flask. education: b.s. information technology, software engineering. expertise includes: system architecture design, cloud infrastructure provisioning, continuous integration deployment (ci/cd).","['python', 'redis', 'numpy', 'pandas', 'terraform', 'mongodb', 'scikit-learn', 'flask']","['game developer', 'fintech developer']",8.52
2074_2ce7b0,"frontend developer, ai systems developer. frontend developer with 2.69 years of experience building scalable systems. worked on ml pipelines. strong background in rest apis, git, ci/cd, kafka, docker. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, git, ci/cd, kafka, docker, tensorflow. education: master of science, artificial intelligence and data science. expertise includes: restful api development, microservices, developed algorithm optimization, cloud infrastructure provisioning.","['rest apis', 'git', 'ci/cd', 'kafka', 'docker', 'tensorflow']","['frontend developer', 'ai systems developer']",2.69
2075_6c9a56,"full stack developer, cloud platforms developer. full stack developer with 10.75 years of experience building scalable systems. worked on secure platforms. strong background in c#, mongodb, kubernetes, azure, python. delivered high-impact solutions using modern engineering practices. technical skills: c#, mongodb, kubernetes, azure, python, typescript, react, rust. education: bachelor of engineering, information systems. expertise includes: cloud infrastructure provisioning, data pipeline orchestration, machine learning model training.","['c#', 'mongodb', 'kubernetes', 'azure', 'python', 'typescript', 'react', 'rust']","['full stack developer', 'cloud platforms developer']",10.75
2076_4ea9c0,"devops engineer, healthtech engineer. devops engineer with 6.14 years of experience building scalable systems. worked on distributed systems. strong background in react, postgresql, typescript, aws, swift. delivered high-impact solutions using modern engineering practices. technical skills: react, postgresql, typescript, aws, swift, java, spring, javascript, rust, git. education: m.sc computer science & engineering, big data analytics. expertise includes: agile methodologies, scrum, managed database structures, cloud infrastructure provisioning.","['react', 'postgresql', 'typescript', 'aws', 'swift', 'java', 'spring', 'javascript', 'rust', 'git']","['devops engineer', 'healthtech engineer']",6.14
2077_6a72c5,"backend developer, gaming developer. backend developer with 2.88 years of experience building scalable systems. worked on ml pipelines. strong background in vue, linux, go, tensorflow, java. delivered high-impact solutions using modern engineering practices. technical skills: vue, linux, go, tensorflow, java, rest apis. education: master of science, artificial intelligence and data science. expertise includes: machine learning model training, continuous integration deployment (ci/cd), managed database structures.","['vue', 'linux', 'go', 'tensorflow', 'java', 'rest apis']","['backend developer', 'gaming developer']",2.88
2078_b05c2e,"data engineer, cloud platforms engineer. data engineer with 10.48 years of experience building scalable systems. worked on cloud-native apps. strong background in redis, terraform, angular, node.js, swift. delivered high-impact solutions using modern engineering practices. technical skills: redis, terraform, angular, node.js, swift, c++, docker, linux, gcp. education: bachelor of science in computer science, department of mathematics. expertise includes: front-end and back-end integration, continuous integration deployment (ci/cd), data pipeline orchestration.","['redis', 'terraform', 'angular', 'node.js', 'swift', 'c++', 'docker', 'linux', 'gcp']","['data engineer', 'cloud platforms engineer']",10.48
2079_1ee8bf,"game developer, fintech developer. game developer with 8.04 years of experience building scalable systems. worked on ml pipelines. strong background in javascript, numpy, docker, rest apis, flask. delivered high-impact solutions using modern engineering practices. technical skills: javascript, numpy, docker, rest apis, flask, swift. education: bachelor of science in computer science, department of mathematics. expertise includes: cloud infrastructure provisioning, machine learning model training, continuous integration deployment (ci/cd).","['javascript', 'numpy', 'docker', 'rest apis', 'flask', 'swift']","['game developer', 'fintech developer']",8.04
2080_82ba84,"ai engineer, ai systems engineer. ai engineer with 7.85 years of experience building scalable systems. worked on real-time analytics. strong background in azure, javascript, kubernetes, microservices, c#. delivered high-impact solutions using modern engineering practices. technical skills: azure, javascript, kubernetes, microservices, c#, kotlin, rest apis, kafka, spring, numpy, vue. education: b.s. information technology, software engineering. expertise includes: continuous integration deployment (ci/cd), restful api development, microservices, managed database structures.","['azure', 'javascript', 'kubernetes', 'microservices', 'c#', 'kotlin', 'rest apis', 'kafka', 'spring', 'numpy', 'vue']","['ai engineer', 'ai systems engineer']",7.85
2081_365a4e,"cloud engineer, e-commerce engineer. cloud engineer with 5.85 years of experience building scalable systems. worked on secure platforms. strong background in rest apis, git, aws, react, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, git, aws, react, scikit-learn, pandas, rust, javascript, kafka. education: m.sc computer science & engineering, big data analytics. expertise includes: developed algorithm optimization, machine learning model training, system architecture design.","['rest apis', 'git', 'aws', 'react', 'scikit-learn', 'pandas', 'rust', 'javascript', 'kafka']","['cloud engineer', 'e-commerce engineer']",5.85
